"Headline","Publisher","Date"
"The world rugby team of the decade and the three Wales stars who make the cut in this ultimate XV","Wales Online","2019-12-29"
"The best and worst Welsh sport of the decade","BBC News","2019-12-29"
"Four wins in a row for resurgent New Zealand Breakers","Stuff.co.nz","2019-12-29"
"New information has emerged in one of the country's longest unsolved murder cases - 28-Dec-2019 - NZ Law and Order news","NZCity","2019-12-29"
"Police chief arrested over Mexico massacre","New Zealand Herald","2019-12-29"
"Police chief arrested over suspected links to Mormon massacre in Mexico","The Independent","2019-12-29"
"Mexican police chief arrested in connection to Mormon family killings","The Guardian","2019-12-29"
"Mexican police director with cartel ties is arrested for Mormon family massacre","Daily Mail","2019-12-29"
"Mexican Police Chief Arrested in Massacre of Mormon Family","The New York Times","2019-12-29"
"Hundreds of accused Catholic clergy left off church's US sex abuse lists","Stuff.co.nz","2019-12-29"
"Joe Biden says no legal basis to be subpoenaed in Donald Trump impeachment","Newshub","2019-12-29"
"The Democratic candidates whose supporters are most pro-impeachment are not who you expect","Business Insider","2019-12-29"
"Joe Biden says there's 'no legal basis' for Republicans to subpoena him and son Hunter","Daily Mail","2019-12-29"
"A Stirring of Conscience in the Senate","The New York Times","2019-12-29"
"'The Issue Is Not What I Did.' Joe Biden Says He Would Not Comply With Subpoena to Testify in Trump Impeachment Trial","TIME","2019-12-29"
"One dead, three injured in tractor accident on beach","Otago Daily Times","2019-12-29"
"Whakaari/White Island rahui removed","Otago Daily Times","2019-12-29"
"White Island eruption: Rahui lifted by iwi","Newshub","2019-12-29"
"The Canterbury family behind the world's first colour X-ray machine","Newshub","2019-12-29"
"Canterbury father and son's invention will revolutionise medical treatment","Stuff.co.nz","2019-12-29"
"Struggling West Ham sack coach Manuel Pellegrini","Stuff.co.nz","2019-12-29"
"Football: West Ham sack manager Manuel Pellegrini","New Zealand Herald","2019-12-29"
"West Ham sack Manuel Pellegrini as manager following slump in form","The Guardian","2019-12-29"
"Moyes will have something to prove should he return to West Ham - Green","Goal.com","2019-12-29"
"West Ham poised to complete appointment of David Moyes following Manuel Pellegrini sacking","The Independent","2019-12-29"
"Man arrested in Wellington on charge of escaping custody after two months on the run","New Zealand Herald","2019-12-29"
"Boxing Day tragedy: Hamilton father Perry Meehan named as Onemana Beach drowning victim","New Zealand Herald","2019-12-29"
"Samoa lifts measles state of emergency","Stuff.co.nz","2019-12-29"
"No measles deaths for past five days in Samoa","RNZ","2019-12-29"
"Samoa ends measles state of emergency as infection rate slows","The Guardian","2019-12-29"
"Samoa ends measles emergency, after infection rate slows","7NEWS.com.au","2019-12-29"
"Samoa calls an end to its measles emergency","SBS News","2019-12-29"
"Rider injured at rodeo","Otago Daily Times","2019-12-29"
"Person seriously injured after being 'dragged' by horse at Opotiki rodeo","New Zealand Herald","2019-12-29"
"Taika Waititi receives international praise for directing season finale of The Mandalorian","Newshub","2019-12-29"
"'Please direct a Star Wars movie!': Taika Waititi receives rave reviews for The Mandalorian finale","Stuff.co.nz","2019-12-29"
"The Mandalorian Episode 8 Review","IGN","2019-12-29"
"Star Wars: The Mandalorian’s Gina Carano Praises Director Taika Waititi","Comicbook.com","2019-12-29"
"Who did Taika Waititi play on The Mandalorian? Chapter 8 director has fans wanting a new Star Wars movie","Monsters and Critics","2019-12-29"
"Auckland woman who searched for handsome mystery stranger on plane finds him","Newshub","2019-12-29"
"It's a date: Air NZ passenger's mystery hunk from has been found","Newstalk ZB","2019-12-29"
"Passenger falls for man sitting next to her on Air New Zealand flight","Daily Mail","2019-12-29"
"Detriot Lions wide receiver Marvin Jones mourns after infant son dies suddenly","Stuff.co.nz","2019-12-29"
"Lions WR Marvin Jones' Infant Son Marlo Has Died","PopCulture.com","2019-12-29"
"Detroit Lions' Marvin Jones Mourns Death Of His 6-Month-Old Son, Marlo","HotNewHipHop","2019-12-29"
"Detroit Lions' player Marvin Jones' young son passes away","nbc25news.com","2019-12-29"
"Lions WR Marvin Jones says 6-month-old son Marlo died Friday","ESPN","2019-12-29"
"McDonald's staff rushed to protect a woman threatened by her boyfriend, police say","New Zealand Herald","2019-12-29"
"Trump retweets - then deletes - a post naming the alleged whistleblower","New Zealand Herald","2019-12-29"
"Bek Air survivors share their terrifying experience of plane crash 19 seconds after takeoff","New Zealand Herald","2019-12-29"
"12 dead, dozens hospitalised after jetliner crashes in Kazakhstan","TVNZ","2019-12-29"
"Kazakhstan holds day of mourning for Almaty plane crash victims","The Guardian","2019-12-29"
"KAZAKHSTAN PLANE CRASH: Miracle as dozens survive plane crash after take-off","Express.co.uk","2019-12-29"
"'There were screams': Survivors recount Kazakhstan plane crash","Al Jazeera English","2019-12-29"
"Orewa Beach sharks: Swimmers not put off by closures due to beasts lurking near shore","Stuff.co.nz","2019-12-29"
"Billionaire candidate Michael Bloomberg blankets Washington with TV ads","Stuff.co.nz","2019-12-29"
"Papatoetoe deaths: Husband posted disturbing video before deaths","Stuff.co.nz","2019-12-31"
"'Too late to leave' as Australian bushfires continued into night","Stuff.co.nz","2019-12-31"
"'No way out': Oz tourists ignoring evacuation warnings over bushfire inferno","New Zealand Herald","2019-12-31"
"Victorian fires hit highest alert threat","Otago Daily Times","2019-12-31"
"East Gippsland bushfires: Property losses expected after horror wind change","Herald Sun","2019-12-31"
"More than 10,000 told to evacuate Victoria as Australia bushfires draw closer","Newshub","2019-12-31"
"Extreme fire danger forecast for New South Wales","Stuff.co.nz","2019-12-31"
"Homicide investigation launched after woman found near Christchurch airport dies","New Zealand Herald","2019-12-31"
"Woman dies of injuries after being found near Christchurch Airport","Stuff.co.nz","2019-12-31"
"Woman found near Christchurch Airport dies, homicide investigation launched","Otago Daily Times","2019-12-31"
"Man in police custody after woman found injured in Christchurch","RNZ","2019-12-31"
"Christchurch woman found critically injured","TVNZ","2019-12-31"
"Neighbours say family had normal day before two people found dead, child critically injured at Auckland property","TVNZ","2019-12-31"
"Papatoetoe deaths: Police find two bodies at south Auckland property","Stuff.co.nz","2019-12-31"
"Two dead, child critically injured after serious incident in South Auckland","RNZ","2019-12-31"
"Residents in shock after man and woman found dead, child critically injured in Papatoetoe incident","New Zealand Herald","2019-12-31"
"Bodies of man and woman found at Auckland property, child critically injured","TVNZ","2019-12-31"
"Passenger missing from Norwegian Jewel cruise ship jumped overboard says ship","Newshub","2019-12-31"
"Cruise ship stops search for Australian passenger who went overboard","Stuff.co.nz","2019-12-31"
"Search halted for man who jumped off cruise ship near Mahia","New Zealand Herald","2019-12-31"
"Cruise ship passenger falls overboard from Norwegian Jewel off Hawke's Bay","New Zealand Herald","2019-12-31"
"Search effort resumes for cruise ship passenger who fell overboard in Hawke's Bay","TVNZ","2019-12-31"
"New Year Honours: Sporting greats among knights and dames","RNZ","2019-12-31"
"2020 New Year Honours for top rugby, netball coaches, and in pop culture","Stuff.co.nz","2019-12-31"
"New Year Honours: Sir Steve Hansen, Dame Noeline Taurua recognised among top Kiwis","New Zealand Herald","2019-12-31"
"Steve Hansen and Noeline Taurua among those to receive title of Sir and Dame in New Year Honours","TVNZ","2019-12-31"
"Netball World Cup triumph only the beginning for Dame Noeline Taurua","Stuff.co.nz","2019-12-31"
"Arrest drama for real, as police pursuit veers from road to river","New Zealand Herald","2019-12-31"
"Two US parishioners shot and killed Texas church gunman","Stuff.co.nz","2019-12-31"
"Churchgoers shoot man who fired on worshippers, killing two in Texas","TVNZ","2019-12-31"
"White Settlement, Texas, officials respond to church shooting","CNN","2019-12-31"
"Texas church shooting: Two fatally shot before gunman killed by churchgoer","BBC News","2019-12-31"
"Gunman, 43, who killed two worshipers in Texas church before being shot dead by ‘ex-FBI agent’ is pictured","The Sun","2019-12-31"
"What it's like to be publicly attacked by Donald Trump","Stuff.co.nz","2019-12-31"
"Greta Thunberg's parents were against her climate activism","Stuff.co.nz","2019-12-31"
"Greta Thunberg's parents went green to 'save' their daughter","TVNZ","2019-12-31"
"Sir David Attenborough and Greta Thunberg on how they have inspired each other","Newshub","2019-12-31"
"Climate change denial was defeated in 2019. But what comes next won't be easier","The Guardian","2019-12-31"
"Greta Thunberg's father: 'She is happy, but I worry'","BBC News","2019-12-31"
"Up in smoke: A single cigarette going up to nearly $2","Stuff.co.nz","2019-12-31"
"New Year Honours 2020: Activist Sue Kedgley 'surprised' at honour","Stuff.co.nz","2019-12-31"
"Teen 'made up' gang rape claim, Cyprus court finds, and now faces jail","New Zealand Herald","2019-12-31"
"British teen guilty of fabricating Cyprus rape claims","Stuff.co.nz","2019-12-31"
"British woman found guilty of lying about being gang raped by 12 Israelis in Cyprus","The Sun","2019-12-31"
"Ayia Napa Briton found guilty over false rape claim","BBC News","2019-12-31"
"British teenager found guilty of lying about 'gang rape' plans appeal","The Telegraph","2019-12-31"
"Justice Joseph Williams - first Maori appointed to the Supreme Court bench - awarded knighthood","Stuff.co.nz","2019-12-31"
"One person dead following Waikato crash; holiday road toll now at three","TVNZ","2019-12-31"
"British barrister was known for battling Brexit. Then he beat a fox to death, while wearing a kimono","New Zealand Herald","2019-12-31"
"More than 27,000 sign petition demanding prosecution of lawyer who killed fox with baseball bat","The Independent","2019-12-31"
"A British barrister was famous for battling Brexit. Then he beat a fox to death, while wearing a kimono.","The Washington Post","2019-12-31"
"'Kiwi' one-man army goes on bizarre Bali rampage","New Zealand Herald","2019-12-31"
"Bizarre video shows Australian man trying to fly kick motorcyclist in Bali","7NEWS.com.au","2019-12-31"
"'Like a wild bull': Shirtless Australian attempts to roundhouse kick scooter driver in Bali","9News","2019-12-31"
"Cyclone Sarai hitting Fiji's southern islands with winds of 170kmh","Stuff.co.nz","2019-12-31"
"'We were pretty scared': ZM radio host Megan Papas stranded on Fiji island as Cyclone Sarai hit","New Zealand Herald","2019-12-31"
"Cyclone Sarai: Death toll rises to two","Newshub","2019-12-31"
"ZM radio host Megan Papas 'stranded' in Fiji during Cyclone Sarai","Stuff.co.nz","2019-12-31"
"Radio star tells how she and husband prepared to hide in a TOILET to escape Cyclone Sarai in Fiji","Daily Mail","2019-12-31"
"Taupo street assault causes serious injuries","Stuff.co.nz","2019-12-31"
"Iran vows to retaliate after US military strikes kill 25 in Iraq and Syria","New Zealand Herald","2019-12-31"
"US air strike kills at least 25 Kata'ib Hezbollah members in Iraq","Newshub","2019-12-31"
"US strikes 5 facilities in Iraq and Syria linked to Iranian-backed militia","CNN","2019-12-31"
"Pompeo hits out at Iran after deadly US strikes in Iraq and Syria","The Guardian","2019-12-31"
"Iraq militants vow revenge after deadly US air strike","Newshub","2019-12-31"
"Whakaari/White Island: Survivor watches family's funeral from Sydney hospital","Stuff.co.nz","2019-12-31"
"Heartbreaking scenes at funeral service of Langford family who died in Whakaari / White Island eruption","New Zealand Herald","2019-12-31"
"White Island eruption: Teen survivor watches family's funeral from Sydney hospital","Newshub","2019-12-31"
"White Island volcano victims: Langford family remembered at Sydney funeral","NEWS.com.au","2019-12-31"
"White Island tragedy survivor watches funeral for his parents and younger sister from hospital bed","TVNZ","2019-12-31"
"Thousands told to evacuate as bushfires rage","Otago Daily Times","2019-12-31"
"Recent Match Report - Australia vs New Zealand, ICC World Test Championship, 2nd Test","ESPNcricinfo.com","2019-12-31"
"Australia v New Zealand: Black Caps ridiculed in defeat","Stuff.co.nz","2019-12-31"
"'Selfish' and 'awful': Commentator slams Black Caps in heavy test defeat","New Zealand Herald","2019-12-31"
"Black Caps spinner Will Somerville relishing 'full circle' return to Sydney","TVNZ","2019-12-31"
"Australia v New Zealand: Mitchell Santner vanishes without trace in test ratings","Stuff.co.nz","2019-12-31"
"No Sir Richie? Why All Blacks great McCaw turned down a knighthood","New Zealand Herald","2019-12-31"
"All Black Brodie Retallick hailed for rugby revolutionary role","Stuff.co.nz","2019-12-31"
"'I couldn't do it without Tash' - Sir Steve Hansen hails wife after being recognised in New Year Honours","TVNZ","2019-12-31"
